payee_id,payee_name,payee_type,is_suspicious_network,historical_fraud_count
PAY-5059,Account_5059,Peer-Transfer,False,0
PAY-5060,Merchant_5060,Healthcare,False,0
PAY-5061,Account_5061,Cryptocurrency,False,0
PAY-5062,Merchant_5062,Utilities,False,0
PAY-5063,Account_5063,Travel,False,0
PAY-5064,Merchant_5064,Grocery,False,0
PAY-5065,Account_5065,Unverified Merchant,False,0
PAY-5066,Merchant_5066,Travel,False,0
PAY-5067,Account_5067,Grocery,False,0
PAY-5068,Merchant_5068,Unverified Merchant,False,0
PAY-5069,Account_5069,E-commerce,False,0
PAY-5070,Merchant_5070,Grocery,False,0
PAY-5071,Account_5071,Unverified Merchant,False,0
PAY-5072,Merchant_5072,Travel,False,0
PAY-5073,Account_5073,E-commerce,False,0
PAY-5074,Merchant_5074,Unverified Merchant,False,0
PAY-5075,Account_5075,Unverified Merchant,False,0
PAY-5076,Merchant_5076,Unverified Merchant,False,0
PAY-5077,Account_5077,Unverified Merchant,False,0
PAY-5078,Merchant_5078,Utilities,False,0
PAY-5079,Account_5079,Utilities,False,0
PAY-5080,Merchant_5080,Healthcare,False,0
PAY-5081,Account_5081,E-commerce,False,0
PAY-5082,Merchant_5082,Peer-Transfer,False,0
PAY-5083,Account_5083,E-commerce,False,0
PAY-5084,Merchant_5084,Unverified Merchant,False,0
PAY-5085,Account_5085,Cryptocurrency,False,0
PAY-5086,Merchant_5086,Travel,False,0
PAY-5087,Account_5087,Grocery,False,0
PAY-5088,Merchant_5088,Grocery,False,0
PAY-5089,Account_5089,Grocery,False,0
PAY-5090,Merchant_5090,Unverified Merchant,False,0
PAY-5091,Account_5091,Utilities,False,0
PAY-5092,Merchant_5092,E-commerce,False,0
PAY-5093,Account_5093,Utilities,False,0
PAY-5094,Merchant_5094,Grocery,False,0
PAY-5095,Account_5095,E-commerce,False,0
PAY-5096,Merchant_5096,Healthcare,False,0
PAY-5097,Account_5097,E-commerce,False,0
PAY-5098,Merchant_5098,Travel,False,0
PAY-5099,Account_5099,Healthcare,False,0
PAY-5100,Merchant_5100,Healthcare,False,0
PAY-5101,Account_5101,Unverified Merchant,False,0
PAY-5102,Merchant_5102,Travel,False,0
PAY-5103,Account_5103,Grocery,False,0
PAY-5104,Merchant_5104,Peer-Transfer,False,0
PAY-5105,Account_5105,Unverified Merchant,False,0
PAY-5106,Merchant_5106,Unverified Merchant,False,0
PAY-5107,Account_5107,Unverified Merchant,False,0
PAY-5108,Merchant_5108,Utilities,False,0
PAY-5109,Account_5109,Cryptocurrency,False,0
PAY-5110,Merchant_5110,Utilities,False,0
PAY-5111,Account_5111,Unverified Merchant,False,0
PAY-5112,Merchant_5112,Utilities,False,0
PAY-5113,Account_5113,Cryptocurrency,False,0
PAY-5114,Merchant_5114,Peer-Transfer,False,0
PAY-5115,Account_5115,Cryptocurrency,False,0
PAY-5116,Merchant_5116,Peer-Transfer,False,0
PAY-5117,Account_5117,Cryptocurrency,False,0
PAY-5118,Merchant_5118,Cryptocurrency,False,0
PAY-5119,Account_5119,Unverified Merchant,False,0
PAY-5120,Merchant_5120,Cryptocurrency,False,0
PAY-5121,Account_5121,Healthcare,False,0
PAY-5122,Merchant_5122,Grocery,False,0
PAY-5123,Account_5123,Cryptocurrency,False,0
PAY-5124,Merchant_5124,Travel,False,0
PAY-5125,Account_5125,Travel,False,0
PAY-5126,Merchant_5126,Healthcare,False,0
PAY-5127,Account_5127,Healthcare,False,0
PAY-5128,Merchant_5128,Grocery,False,0
PAY-5129,Account_5129,Grocery,False,0
PAY-5130,Merchant_5130,Peer-Transfer,False,0
PAY-5131,Account_5131,E-commerce,False,0
PAY-5132,Merchant_5132,E-commerce,False,0
PAY-5133,Account_5133,Healthcare,False,0
PAY-5134,Merchant_5134,E-commerce,False,0
PAY-5135,Account_5135,Cryptocurrency,False,0
PAY-5136,Merchant_5136,Peer-Transfer,False,0
PAY-5137,Account_5137,Travel,False,0
PAY-5138,Merchant_5138,Unverified Merchant,False,0
PAY-5139,Account_5139,Travel,False,0
PAY-5140,Merchant_5140,E-commerce,False,0
PAY-5141,Account_5141,E-commerce,False,0
PAY-5142,Merchant_5142,Utilities,False,0
PAY-5143,Account_5143,Utilities,False,0
PAY-5144,Merchant_5144,Healthcare,False,0
PAY-5145,Account_5145,Travel,False,0
PAY-5146,Merchant_5146,Grocery,False,0
PAY-5147,Account_5147,Unverified Merchant,False,0
PAY-5148,Merchant_5148,Grocery,False,0
PAY-5149,Account_5149,Peer-Transfer,False,0
PAY-5150,Merchant_5150,Healthcare,False,0
PAY-5151,Account_5151,Unverified Merchant,False,0
PAY-5152,Merchant_5152,Travel,False,0
PAY-5153,Account_5153,Cryptocurrency,False,0
PAY-5154,Merchant_5154,Grocery,False,0
PAY-5155,Account_5155,Utilities,False,0
PAY-5156,Merchant_5156,Peer-Transfer,False,0
PAY-5157,Account_5157,Unverified Merchant,False,0
PAY-5158,Merchant_5158,Utilities,False,0
PAY-5159,Account_5159,Utilities,False,0
PAY-5160,Merchant_5160,Peer-Transfer,False,0
PAY-5161,Account_5161,Grocery,False,0
PAY-5162,Merchant_5162,Utilities,False,0
PAY-5163,Account_5163,Grocery,False,0
PAY-5164,Merchant_5164,Utilities,False,0
PAY-5165,Account_5165,Cryptocurrency,False,0
PAY-5166,Merchant_5166,E-commerce,False,0
PAY-5167,Account_5167,Cryptocurrency,False,0
PAY-5168,Merchant_5168,Grocery,False,0
PAY-5169,Account_5169,Grocery,False,0
PAY-5170,Merchant_5170,Grocery,False,0
PAY-5171,Account_5171,E-commerce,False,0
PAY-5172,Merchant_5172,Cryptocurrency,False,0
PAY-5173,Account_5173,Peer-Transfer,False,0
PAY-5174,Merchant_5174,Travel,False,0
PAY-5175,Account_5175,Healthcare,False,0
PAY-5176,Merchant_5176,Unverified Merchant,False,0
PAY-5177,Account_5177,Peer-Transfer,False,0
PAY-5178,Merchant_5178,Unverified Merchant,False,0
PAY-5179,Account_5179,Travel,False,0
PAY-5180,Merchant_5180,Travel,False,0
PAY-5181,Account_5181,Peer-Transfer,False,0
PAY-5182,Merchant_5182,Healthcare,False,0
PAY-5183,Account_5183,Travel,False,0
PAY-5184,Merchant_5184,Peer-Transfer,False,0
PAY-5185,Account_5185,Unverified Merchant,False,0
PAY-5186,Merchant_5186,Utilities,False,0
PAY-5187,Account_5187,E-commerce,False,0
PAY-5188,Merchant_5188,Utilities,False,0
PAY-5189,Account_5189,Healthcare,False,0
PAY-5190,Merchant_5190,Cryptocurrency,False,0
PAY-5191,Account_5191,Unverified Merchant,False,0
PAY-5192,Merchant_5192,Utilities,False,0
PAY-5193,Account_5193,Healthcare,False,0
PAY-5194,Merchant_5194,Cryptocurrency,False,0
PAY-5195,Account_5195,Travel,False,0
PAY-5196,Merchant_5196,Cryptocurrency,False,0
PAY-5197,Account_5197,Cryptocurrency,False,0
PAY-5198,Merchant_5198,Healthcare,False,0
PAY-5199,Account_5199,Travel,False,0
PAY-5200,Merchant_5200,E-commerce,False,0
PAY-5201,Account_5201,Grocery,False,0
PAY-5202,Merchant_5202,Travel,False,0
PAY-5203,Account_5203,Utilities,False,0
PAY-5204,Merchant_5204,Unverified Merchant,False,0
PAY-5205,Account_5205,E-commerce,False,0
PAY-5206,Merchant_5206,Cryptocurrency,False,0
PAY-5207,Account_5207,Cryptocurrency,False,0
PAY-5208,Merchant_5208,Peer-Transfer,False,0
PAY-5209,Account_5209,E-commerce,False,0
PAY-5210,Merchant_5210,E-commerce,False,0
PAY-5211,Account_5211,Healthcare,False,0
PAY-5212,Merchant_5212,Cryptocurrency,False,0
PAY-5213,Account_5213,Peer-Transfer,False,0
PAY-5214,Merchant_5214,Healthcare,False,0
PAY-5215,Account_5215,E-commerce,False,0
PAY-5216,Merchant_5216,Unverified Merchant,False,0
PAY-5217,Account_5217,E-commerce,False,0
PAY-5218,Merchant_5218,Healthcare,False,0
PAY-5219,Account_5219,Grocery,False,0
PAY-5220,Merchant_5220,Grocery,False,0
PAY-5221,Account_5221,Grocery,False,0
PAY-5222,Merchant_5222,E-commerce,False,0
PAY-5223,Account_5223,Grocery,False,0
PAY-5224,Merchant_5224,Cryptocurrency,False,0
PAY-5225,Account_5225,Grocery,False,0
PAY-5226,Merchant_5226,Utilities,False,0
PAY-5227,Account_5227,Healthcare,False,0
PAY-5228,Merchant_5228,Cryptocurrency,False,0
PAY-5229,Account_5229,Grocery,False,0
PAY-5230,Merchant_5230,Peer-Transfer,False,0
PAY-5231,Account_5231,Utilities,False,0
PAY-5232,Merchant_5232,Grocery,False,0
PAY-5233,Account_5233,Peer-Transfer,False,0
PAY-5234,Merchant_5234,Healthcare,False,0
PAY-5235,Account_5235,Travel,False,0
PAY-5236,Merchant_5236,E-commerce,False,0
PAY-5237,Account_5237,Unverified Merchant,False,0
PAY-5238,Merchant_5238,Utilities,False,0
PAY-5239,Account_5239,Cryptocurrency,False,0
PAY-5240,Merchant_5240,Travel,False,0
PAY-5241,Account_5241,Grocery,False,0
PAY-5242,Merchant_5242,Travel,False,0
PAY-5243,Account_5243,Travel,False,0
PAY-5244,Merchant_5244,Peer-Transfer,False,0
PAY-5245,Account_5245,Cryptocurrency,False,0
PAY-5246,Merchant_5246,Travel,False,0
PAY-5247,Account_5247,Cryptocurrency,False,0
PAY-5248,Merchant_5248,Travel,False,0
PAY-5249,Account_5249,Grocery,False,0
PAY-5250,Merchant_5250,Utilities,False,0
PAY-5251,Account_5251,Grocery,False,0
PAY-5252,Merchant_5252,Grocery,False,0
PAY-5253,Account_5253,Grocery,False,0
PAY-5254,Merchant_5254,Grocery,False,0
PAY-5255,Account_5255,Travel,False,0
PAY-5256,Merchant_5256,Utilities,False,0
PAY-5257,Account_5257,Unverified Merchant,False,0
PAY-5258,Merchant_5258,Utilities,False,0
PAY-5259,Account_5259,Grocery,False,0
PAY-5260,Merchant_5260,Healthcare,False,0
PAY-5261,Account_5261,Grocery,False,0
PAY-5262,Merchant_5262,E-commerce,False,0
PAY-5263,Account_5263,Travel,False,0
PAY-5264,Merchant_5264,Peer-Transfer,False,0
PAY-5265,Account_5265,Healthcare,False,0
PAY-5266,Merchant_5266,Utilities,False,0
PAY-5267,Account_5267,Peer-Transfer,False,0
PAY-5268,Merchant_5268,E-commerce,False,0
PAY-5269,Account_5269,Grocery,False,0
PAY-5270,Merchant_5270,Travel,False,0
PAY-5271,Account_5271,Grocery,False,0
PAY-5272,Merchant_5272,Healthcare,False,0
PAY-5273,Account_5273,Travel,False,0
PAY-5274,Merchant_5274,Unverified Merchant,False,0
PAY-5275,Account_5275,Cryptocurrency,False,0
PAY-5276,Merchant_5276,Cryptocurrency,False,0
PAY-5277,Account_5277,Utilities,False,0
PAY-5278,Merchant_5278,Travel,False,0
PAY-5279,Account_5279,Cryptocurrency,False,0
PAY-5280,Merchant_5280,Cryptocurrency,False,0
PAY-5281,Account_5281,E-commerce,False,0
PAY-5282,Merchant_5282,Grocery,False,0
PAY-5283,Account_5283,Utilities,False,0
PAY-5284,Merchant_5284,E-commerce,False,0
PAY-5285,Account_5285,E-commerce,False,0
PAY-5286,Merchant_5286,Cryptocurrency,False,0
PAY-5287,Account_5287,Utilities,False,0
PAY-5288,Merchant_5288,Peer-Transfer,False,0
PAY-5289,Account_5289,Healthcare,False,0
PAY-5290,Merchant_5290,Unverified Merchant,False,0
PAY-5291,Account_5291,Healthcare,False,0
PAY-5292,Merchant_5292,Unverified Merchant,False,0
PAY-5293,Account_5293,Grocery,False,0
PAY-5294,Merchant_5294,Peer-Transfer,False,0
PAY-5295,Account_5295,Travel,False,0
PAY-5296,Merchant_5296,Utilities,False,0
PAY-5297,Account_5297,Utilities,False,0
PAY-5298,Merchant_5298,Grocery,False,0
PAY-5299,Account_5299,Peer-Transfer,False,0
PAY-5300,Merchant_5300,Travel,False,0
PAY-5301,Account_5301,Travel,False,0
PAY-5302,Merchant_5302,Grocery,False,0
PAY-5303,Account_5303,Cryptocurrency,False,0
PAY-5304,Merchant_5304,Unverified Merchant,False,0
PAY-5305,Account_5305,Travel,False,0
PAY-5306,Merchant_5306,Unverified Merchant,False,0
PAY-5307,Account_5307,Healthcare,False,0
PAY-5308,Merchant_5308,E-commerce,False,0
PAY-5309,Account_5309,Utilities,False,0
PAY-5310,Merchant_5310,Utilities,False,0
PAY-5311,Account_5311,Healthcare,False,0
PAY-5312,Merchant_5312,E-commerce,False,0
PAY-5313,Account_5313,Cryptocurrency,False,0
PAY-5314,Merchant_5314,Travel,False,0
PAY-5315,Account_5315,Unverified Merchant,False,0
PAY-5316,Merchant_5316,Cryptocurrency,False,0
PAY-5317,Account_5317,Peer-Transfer,False,0
PAY-5318,Merchant_5318,Grocery,False,0
PAY-5319,Account_5319,Utilities,False,0
PAY-5320,Merchant_5320,Cryptocurrency,False,0
PAY-5321,Account_5321,Unverified Merchant,False,0
PAY-5322,Merchant_5322,Cryptocurrency,False,0
PAY-5323,Account_5323,Unverified Merchant,False,0
PAY-5324,Merchant_5324,Utilities,False,0
PAY-5325,Account_5325,Unverified Merchant,False,0
PAY-5326,Merchant_5326,Unverified Merchant,False,0
PAY-5327,Account_5327,Cryptocurrency,False,0
PAY-5328,Merchant_5328,E-commerce,False,0
PAY-5329,Account_5329,Travel,False,0
PAY-5330,Merchant_5330,Cryptocurrency,False,0
PAY-5331,Account_5331,Travel,False,0
PAY-5332,Merchant_5332,Cryptocurrency,False,0
PAY-5333,Account_5333,Peer-Transfer,False,0
PAY-5334,Merchant_5334,Grocery,False,0
PAY-5335,Account_5335,Utilities,False,0
PAY-5336,Merchant_5336,Cryptocurrency,False,0
PAY-5337,Account_5337,E-commerce,False,0
PAY-5338,Merchant_5338,Unverified Merchant,False,0
PAY-5339,Account_5339,Cryptocurrency,False,0
PAY-5340,Merchant_5340,E-commerce,False,0
PAY-5341,Account_5341,E-commerce,False,0
PAY-5342,Merchant_5342,E-commerce,False,0
PAY-5343,Account_5343,Cryptocurrency,False,0
PAY-5344,Merchant_5344,Cryptocurrency,False,0
PAY-5345,Account_5345,Cryptocurrency,False,0
PAY-5346,Merchant_5346,Unverified Merchant,False,0
PAY-5347,Account_5347,Grocery,False,0
PAY-5348,Merchant_5348,Travel,False,0
PAY-5349,Account_5349,Unverified Merchant,False,0
PAY-5350,Merchant_5350,Cryptocurrency,False,0
PAY-5351,Account_5351,Utilities,False,0
PAY-5352,Merchant_5352,Cryptocurrency,False,0
PAY-5353,Account_5353,Peer-Transfer,False,0
PAY-5354,Merchant_5354,E-commerce,False,0
PAY-5355,Account_5355,E-commerce,False,0
PAY-5356,Merchant_5356,Grocery,False,0
PAY-5357,Account_5357,Unverified Merchant,False,0
PAY-5358,Merchant_5358,Healthcare,False,0
PAY-5359,Account_5359,Travel,False,0
PAY-5360,Merchant_5360,Peer-Transfer,False,0
PAY-5361,Account_5361,Utilities,False,0
PAY-5362,Merchant_5362,E-commerce,False,0
PAY-5363,Account_5363,Peer-Transfer,False,0
PAY-5364,Merchant_5364,Peer-Transfer,False,0
PAY-5365,Account_5365,Unverified Merchant,False,0
PAY-5366,Merchant_5366,Unverified Merchant,False,0
PAY-5367,Account_5367,Unverified Merchant,False,0
PAY-5368,Merchant_5368,E-commerce,False,0
PAY-5369,Account_5369,Cryptocurrency,False,0
PAY-5370,Merchant_5370,Peer-Transfer,False,0
PAY-5371,Account_5371,Unverified Merchant,False,0
PAY-5372,Merchant_5372,Cryptocurrency,False,0
PAY-5373,Account_5373,Healthcare,False,0
PAY-5374,Merchant_5374,Grocery,False,0
PAY-5375,Account_5375,Travel,False,0
PAY-5376,Merchant_5376,Peer-Transfer,False,0
PAY-5377,Account_5377,Grocery,False,0
PAY-5378,Merchant_5378,Peer-Transfer,False,0
PAY-5379,Account_5379,Grocery,False,0
PAY-5380,Merchant_5380,Utilities,False,0
PAY-5381,Account_5381,Healthcare,False,0
PAY-5382,Merchant_5382,Utilities,False,0
PAY-5383,Account_5383,Unverified Merchant,False,0
PAY-5384,Merchant_5384,Utilities,False,0
PAY-5385,Account_5385,Cryptocurrency,False,0
PAY-5386,Merchant_5386,Peer-Transfer,False,0
PAY-5387,Account_5387,Unverified Merchant,False,0
PAY-5388,Merchant_5388,Travel,False,0
PAY-5389,Account_5389,Utilities,False,0
PAY-5390,Merchant_5390,E-commerce,False,0
PAY-5391,Account_5391,Peer-Transfer,False,0
PAY-5392,Merchant_5392,Cryptocurrency,False,0
PAY-5393,Account_5393,Peer-Transfer,False,0
PAY-5394,Merchant_5394,Utilities,False,0
PAY-5395,Account_5395,Unverified Merchant,False,0
PAY-5396,Merchant_5396,Utilities,False,0
PAY-5397,Account_5397,Utilities,False,0
PAY-5398,Merchant_5398,Healthcare,False,0
PAY-5399,Account_5399,Cryptocurrency,False,0
PAY-5400,Merchant_5400,Grocery,False,0
PAY-5401,Account_5401,Grocery,False,0
PAY-5402,Merchant_5402,Peer-Transfer,False,0
PAY-5403,Account_5403,Grocery,False,0
PAY-5404,Merchant_5404,Grocery,False,0
PAY-5405,Account_5405,E-commerce,False,0
PAY-5406,Merchant_5406,Healthcare,False,0
PAY-5407,Account_5407,Healthcare,False,0
PAY-5408,Merchant_5408,E-commerce,False,0
PAY-5409,Account_5409,Unverified Merchant,False,0
PAY-5410,Merchant_5410,Unverified Merchant,False,0
PAY-5411,Account_5411,Peer-Transfer,False,0
PAY-5412,Merchant_5412,Unverified Merchant,False,0
PAY-5413,Account_5413,Grocery,False,0
PAY-5414,Merchant_5414,Travel,False,0
PAY-5415,Account_5415,Grocery,False,0
PAY-5416,Merchant_5416,E-commerce,False,0
PAY-5417,Account_5417,Travel,False,0
PAY-5418,Merchant_5418,Grocery,False,0
PAY-5419,Account_5419,Utilities,False,0
PAY-5420,Merchant_5420,Utilities,False,0
PAY-5421,Account_5421,E-commerce,False,0
PAY-5422,Merchant_5422,Peer-Transfer,False,0
PAY-5423,Account_5423,Grocery,False,0
PAY-5424,Merchant_5424,Utilities,False,0
PAY-5425,Account_5425,Cryptocurrency,False,0
PAY-5426,Merchant_5426,Grocery,False,0
PAY-5427,Account_5427,Unverified Merchant,False,0
PAY-5428,Merchant_5428,Healthcare,False,0
PAY-5429,Account_5429,E-commerce,False,0
PAY-5430,Merchant_5430,Grocery,False,0
PAY-5431,Account_5431,Cryptocurrency,False,0
PAY-5432,Merchant_5432,Peer-Transfer,False,0
PAY-5433,Account_5433,E-commerce,False,0
PAY-5434,Merchant_5434,E-commerce,False,0
PAY-5435,Account_5435,E-commerce,False,0
PAY-5436,Merchant_5436,Travel,False,0
PAY-5437,Account_5437,Travel,False,0
PAY-5438,Merchant_5438,Cryptocurrency,False,0
PAY-5439,Account_5439,Travel,False,0
PAY-5440,Merchant_5440,Utilities,False,0
PAY-5441,Account_5441,Grocery,False,0
PAY-5442,Merchant_5442,Cryptocurrency,False,0
PAY-5443,Account_5443,E-commerce,False,0
PAY-5444,Merchant_5444,Grocery,False,0
PAY-5445,Account_5445,Grocery,False,0
PAY-5446,Merchant_5446,Unverified Merchant,False,0
PAY-5447,Account_5447,Travel,False,0
PAY-5448,Merchant_5448,Grocery,False,0
PAY-5449,Account_5449,E-commerce,False,0
PAY-5450,Merchant_5450,Healthcare,False,0
PAY-5451,Account_5451,E-commerce,False,0
PAY-5452,Merchant_5452,Cryptocurrency,False,0
PAY-5453,Account_5453,Cryptocurrency,False,0
PAY-5454,Merchant_5454,E-commerce,False,0
PAY-5455,Account_5455,Healthcare,False,0
PAY-5456,Merchant_5456,Unverified Merchant,False,0
PAY-5457,Account_5457,Peer-Transfer,False,0
PAY-5458,Merchant_5458,Travel,False,0
PAY-5459,Account_5459,Unverified Merchant,False,0
PAY-5460,Merchant_5460,Healthcare,False,0
PAY-5461,Account_5461,Grocery,False,0
PAY-5462,Merchant_5462,Peer-Transfer,False,0
PAY-5463,Account_5463,Unverified Merchant,False,0
PAY-5464,Merchant_5464,Utilities,False,0
PAY-5465,Account_5465,Healthcare,False,0
PAY-5466,Merchant_5466,Healthcare,False,0
PAY-5467,Account_5467,Cryptocurrency,False,0
PAY-5468,Merchant_5468,Peer-Transfer,False,0
PAY-5469,Account_5469,Cryptocurrency,False,0
PAY-5470,Merchant_5470,Unverified Merchant,False,0
PAY-5471,Account_5471,Healthcare,False,0
PAY-5472,Merchant_5472,Grocery,False,0
PAY-5473,Account_5473,Cryptocurrency,False,0
PAY-5474,Merchant_5474,Unverified Merchant,False,0
PAY-5475,Account_5475,Travel,False,0
PAY-5476,Merchant_5476,Peer-Transfer,False,0
PAY-5477,Account_5477,Healthcare,False,0
PAY-5478,Merchant_5478,Healthcare,False,0
PAY-5479,Account_5479,Peer-Transfer,False,0
PAY-5480,Merchant_5480,Travel,False,0
PAY-5481,Account_5481,Healthcare,False,0
PAY-5482,Merchant_5482,Peer-Transfer,False,0
PAY-5483,Account_5483,Utilities,False,0
PAY-5484,Merchant_5484,Healthcare,False,0
PAY-5485,Account_5485,Cryptocurrency,False,0
PAY-5486,Merchant_5486,Cryptocurrency,False,0
PAY-5487,Account_5487,Cryptocurrency,False,0
PAY-5488,Merchant_5488,Peer-Transfer,False,0
PAY-5489,Account_5489,Travel,False,0
PAY-5490,Merchant_5490,Healthcare,False,0
PAY-5491,Account_5491,Travel,False,0
PAY-5492,Merchant_5492,Healthcare,False,0
PAY-5493,Account_5493,Travel,False,0
PAY-5494,Merchant_5494,Peer-Transfer,False,0
PAY-5495,Account_5495,Cryptocurrency,False,0
PAY-5496,Merchant_5496,E-commerce,False,0
PAY-5497,Account_5497,Cryptocurrency,False,0
PAY-5498,Merchant_5498,Unverified Merchant,False,0
PAY-5499,Account_5499,Travel,False,0
PAY-5500,Merchant_5500,Cryptocurrency,False,0
PAY-5501,Account_5501,Cryptocurrency,False,0
PAY-5502,Merchant_5502,Healthcare,False,0
PAY-5503,Account_5503,Peer-Transfer,False,0
PAY-5504,Merchant_5504,Travel,False,0
PAY-5505,Account_5505,E-commerce,False,0
PAY-5506,Merchant_5506,Grocery,False,0
PAY-5507,Account_5507,Unverified Merchant,False,0
PAY-5508,Merchant_5508,Unverified Merchant,False,0
PAY-5509,Account_5509,Peer-Transfer,False,0
PAY-5510,Merchant_5510,Unverified Merchant,False,0
PAY-5511,Account_5511,Grocery,False,0
PAY-5512,Merchant_5512,Healthcare,False,0
PAY-5513,Account_5513,Travel,False,0
PAY-5514,Merchant_5514,E-commerce,False,0
PAY-5515,Account_5515,Cryptocurrency,False,0
PAY-5516,Merchant_5516,Travel,False,0
PAY-5517,Account_5517,Healthcare,False,0
PAY-5518,Merchant_5518,Healthcare,False,0
PAY-5519,Account_5519,Travel,False,0
PAY-5520,Merchant_5520,Cryptocurrency,False,0
PAY-5521,Account_5521,Peer-Transfer,False,0
PAY-5522,Merchant_5522,Grocery,False,0
PAY-5523,Account_5523,Peer-Transfer,False,0
PAY-5524,Merchant_5524,Grocery,False,0
PAY-5525,Account_5525,Healthcare,False,0
PAY-5526,Merchant_5526,Peer-Transfer,False,0
PAY-5527,Account_5527,Grocery,False,0
PAY-5528,Merchant_5528,Peer-Transfer,False,0
PAY-5529,Account_5529,Grocery,False,0
PAY-5530,Merchant_5530,E-commerce,False,0
PAY-5531,Account_5531,Healthcare,False,0
PAY-5532,Merchant_5532,Cryptocurrency,False,0
PAY-5533,Account_5533,Unverified Merchant,False,0
PAY-5534,Merchant_5534,E-commerce,False,0
PAY-5535,Account_5535,Grocery,False,0
PAY-5536,Merchant_5536,Grocery,False,0
PAY-5537,Account_5537,Unverified Merchant,False,0
PAY-5538,Merchant_5538,Travel,False,0
PAY-5539,Account_5539,Healthcare,False,0
PAY-5540,Merchant_5540,E-commerce,False,0
PAY-5541,Account_5541,Travel,False,0
PAY-5542,Merchant_5542,Grocery,False,0
PAY-5543,Account_5543,Unverified Merchant,False,0
PAY-5544,Merchant_5544,Unverified Merchant,False,0
PAY-5545,Account_5545,Travel,False,0
PAY-5546,Merchant_5546,Unverified Merchant,False,0
PAY-5547,Account_5547,E-commerce,False,0
PAY-5548,Merchant_5548,Peer-Transfer,False,0
PAY-5549,Account_5549,Healthcare,False,0
PAY-5550,Merchant_5550,Peer-Transfer,False,0
PAY-5551,Account_5551,Grocery,False,0
PAY-5552,Merchant_5552,Travel,False,0
PAY-5553,Account_5553,Grocery,False,0
PAY-5554,Merchant_5554,Utilities,False,0
PAY-5555,Account_5555,Cryptocurrency,False,0
PAY-5556,Merchant_5556,E-commerce,False,0
PAY-5557,Account_5557,Peer-Transfer,False,0
PAY-5558,Merchant_5558,Peer-Transfer,False,0
PAY-5559,Account_5559,Utilities,False,0
PAY-5560,Merchant_5560,Peer-Transfer,False,0
PAY-5561,Account_5561,Grocery,False,0
PAY-5562,Merchant_5562,E-commerce,False,0
PAY-5563,Account_5563,Grocery,False,0
PAY-5564,Merchant_5564,Healthcare,False,0
